,Time,all.datatransfer.all,all.request.count,cluster.node_count,cluster.node_cpu_count,current_operation,environment,fail.datatransfer.all,fail.datatransfer.max,fail.datatransfer.mean,fail.datatransfer.min,fail.datatransfer.percent50,fail.datatransfer.percent75,fail.datatransfer.percent95,fail.datatransfer.percent99,fail.latency.max,fail.latency.mean,fail.latency.min,fail.latency.percent50,fail.latency.percent75,fail.latency.percent95,fail.latency.percent99,fail.latency.stddev,fail.request.count,fail.request.rps,latency_count.less_or_eq_800,latency_count.more_800_less_1200,latency_count.more_or_eq_1200,node_type,ok.datatransfer.all,ok.datatransfer.max,ok.datatransfer.mean,ok.datatransfer.min,ok.datatransfer.percent50,ok.datatransfer.percent75,ok.datatransfer.percent95,ok.datatransfer.percent99,ok.latency.max,ok.latency.mean,ok.latency.min,ok.latency.percent50,ok.latency.percent75,ok.latency.percent95,ok.latency.percent99,ok.latency.stddev,ok.request.count,ok.request.rps,scenario,session_id,simulation.value,status_code.count,status_code.status,step,test_name,test_suite
25,2024-02-07 16:29:19,0,228658,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,11.3,0.32,0.08,0.21,0.46,0.77,1.04,0.23,228658,45732,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
26,2024-02-07 16:29:24,0,230982,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.22,0.32,0.07,0.22,0.46,0.75,1.0,0.22,230982,46196,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
27,2024-02-07 16:29:24,0,230982,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.22,0.32,0.07,0.22,0.46,0.75,1.0,0.22,230982,46196,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
28,2024-02-07 16:29:29,0,230320,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,23.5,0.32,0.08,0.21,0.46,0.76,1.01,0.29,230320,46064,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
29,2024-02-07 16:29:29,0,230320,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,23.5,0.32,0.08,0.21,0.46,0.76,1.01,0.29,230320,46064,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
30,2024-02-07 16:29:34,0,231874,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,4.11,0.32,0.07,0.21,0.46,0.76,1.01,0.22,231874,46375,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
31,2024-02-07 16:29:34,0,231874,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,4.11,0.32,0.07,0.21,0.46,0.76,1.01,0.22,231874,46375,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
32,2024-02-07 16:29:39,0,232331,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.24,0.32,0.08,0.21,0.46,0.76,0.99,0.22,232331,46466,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
33,2024-02-07 16:29:39,0,232331,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.23,0.32,0.08,0.21,0.45,0.75,0.99,0.22,232331,46466,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
34,2024-02-07 16:29:44,0,227539,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,1.99,0.33,0.08,0.22,0.46,0.77,1.02,0.22,227539,45508,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
